Fecha; Valor
0,08088346919243593; 0,7484246805605812
0,08149566020923403; 0,7105312998021388
0,08149566020923403; 0,6853959919623679
0,08149566020923403; 0,6602606841225971
0,08586845318636353; 0,18848401327287145
0,08945414342760967; 0,5025937531276705
0,08945414342760967; 0,47809317528385353
0,09153559288472328; 0,4611585789918059
0,08394442427642655; 0,43861296953552653
0,08394442427642655; 0,4049088067503792
0,08822976139401344; 0,2763759825697326
0,08822976139401344; 0,2512406747299617
0,08896439061417118; 0,22771250323994596
0,0925150985116003; 0,37463218594338243
0,0925150985116003; 0,35063939209632844
0,1005416029540646; 0,6446523712697139
0,1027182821249024; 0,5482943128363449
0,09863700867958157; 0,6111325824357721
0,10353453681396656; 0,686073728153966
0,10598330088115908; 0,5871397885887181
0,10895680010560709; 0,3669221595435518
0,11378873634533516; 0,45235884101040125
0,11210521104914033; 0,4254215962420661
0,11312552941047054; 0,4054800637467376
0,12394090404057075; 0,4895310098109412
0,12394090404057075; 0,45553305771338093
0,12592323685686946; 0,42991276434200776
0,12802217748589156; 0,5869221668758197
0,12843030483042367; 0,5402967148873269
0,13230751460347845; 0,3084774521150965
0,1378172337546616; 0,3753462571888305
0,1380621101613808; 0,3489484713871075
0,1378172337546616; 0,4438620052506371
0,1378172337546616; 0,421856097642346
0,14975495858222504; 0,31452249969560897
0,1457757169730372; 0,36606333099800603
0,16046830137619222; 0,4053531177475469
0,1574073462922016; 0,3414992801545935
0,15801953730899976; 0,31065140235123834
0,15863172832579786; 0,37463218594338243
0,16706636011279424; 0,4927342805238548
0,17046742131722825; 0,4412047836856713
0,1684267845945679; 0,7306667487880678
0,17424259925415003; 0,5762859056579079
0,1718550542886374; 0,5476088044407148
0,169038975611366; 0,6888235339405184
0,16883491193909994; 0,6602606841225971
0,1696511666281641; 0,6208439513738654
0,17909639945876377; 0,5246279515586385
0,1797960463351045; 0,4742614786960344
0,17944622289693413; 0,4380417125391681
0,18413968735905312; 0,5759526724100321
0,18523421069211637; 0,4023294948577304
0,18618032408171353; 0,640431719049
0,18679251509851164; 0,6099900684430553
0,19340417807993138; 0,5338986365281124
0,19199613874129567; 0,49916621114952
0,19046566119930036; 0,3317879112165003
0,19128191588836452; 0,3670154259919368
0,1985116002772186; 0,44497840463780614
0,1953631893336854; 0,5722820288434314
0,20308621446867714; 0,467930590044241
0,20801513701417995; 0,44242134951124945
0,2143411108544273; 0,5783424308447983
0,21372891983762915; 0,527157803971083
0,22168740305600482; 0,2757412525737787
0,22529252793270488; 0,44482486042926117
0,2267379789445893; 0,40949790462112523
0,22229959407280292; 0,33197833021528633
0,22168740305600482; 0,30379631839493726
0,22291178508960102; 0,35863699004534644
0,23753634826866737; 0,49881358337399007
0,24055401711914703; 0,44989962291812335
0,24363882380119473; 0,5468253662742804
0,24748688162106863; 0,3951974378122859
0,2526030494043101; 0,47481638167974194
0,24801161677832417; 0,4277590866047164
0,25229695389591106; 0,6143697054151365
0,2562324675753276; 0,524219910846954
0,2535213359295073; 0,5854260175996427
0,25658229101349794; 0,543152999869119
0,2636224877066764; 0,3749178144415617
0,26760172931586423; 0,40824748652909626
0,2764444884473927; 0,3860996412036145
0,27975809379228417; 0,44399275962980367
0,28382479126101456; 0,39886980421744733
0,29343619022474515; 0,46000971769912946
0,29086498795419297; 0,3428702969458538
0,2927015610045874; 0,3729184149543071
0,3014762989120272; 0,43518542755737577
0,2998437895338988; 0,48137563612007184
0,3111897297118908; 0,43982893085634656
0,31351605557572365; 0,529612093288771
0,31388337018580253; 0,489340590812155
0,31834556248602; 0,38621328809812827
0,32147453879409926; 0,35528561566671035
0,33004521302927303; 0,5034984494530723
0,3239233028612918; 0,4271878296083579
0,3322491006897463; 0,4936821439844792
0,34091160357743977; 0,38703798371429965
0,34310528805429974; 0,4439991069297631
0,3386158872644468; 0,4134776616957556
0,3435134153988318; 0,3569232190562711
0,3435134153988318; 0,25535372510374243
0,3426971607097676; 0,3083663743658046
0,3441256064156299; 0,2826598095296754
0,3484109435332168; 0,5917098445595855
0,3539206626843999; 0,8067309779888983
0,354532853701198; 0,733381579656476
0,3533084716676018; 0,7082462718167051
0,34963532556681304; 0,6825397069805758
0,35698161776839055; 0,7676569994379817
0,362368898716214; 0,5075160842462921
0,36524619649516527; 0,6144649149145296
0,36751130325731834; 0,5249299016852852
0,37351077522193993; 0,5620044807489472
0,37432702991100414; 0,6065413687983728
0,3792653707798423; 0,5110483566737754
0,3786706709349527; 0,4215459867014656
0,38330583149070996; 0,4750877287530122
0,3814692584403156; 0,4443255394991108
0,39180848450179506; 0,5081745410539996
0,40289594402825; 0,5209166852722967
0,40656909012903875; 0,4837422722478424
0,40893039833668865; 0,3475382826875256
0,40840566317943305; 0,40890760572488816
0,4145275733474143; 0,37748847092517457
0,4163641463978087; 0,28980686928411525
0,4157519553810106; 0,3146502013257474
0,4243226296161844; 0,44695060141094833
0,42187386554899187; 0,37463218594338243
0,42309824758258807; 0,4203327456520568
0,42983234876736753; 0,6041505524802802
0,4333830566647966; 0,49558633397234053
0,4325434804131878; 0,5398070660333054
0,43166892181776184; 0,5779996766469833
0,44330055113692624; 0,5229957887119002
0,44574931520411876; 0,4953730646937
0,44391274215372434; 0,4700321043352401
0,44452493317052255; 0,42061837415023595
0,44268836012012813; 0,44204051151367707
0,4524834163888981; 0,6097724467301568
0,4512590343553019; 0,5677170507125315
0,4606459632795399; 0,5223973290014294
0,4590950793703179; 0,28738220069957165
0,45615656248968695; 0,4180477176666231
0,45982970859047567; 0,38377229788511735
0,45860532655687936; 0,3559711240623403
0,4618703453131361; 0,2501616337368404
0,4635028546912644; 0,3243615702638407
0,4647272367248606; 0,4825997582551256
0,4722265766806377; 0,5275386419686553
0,4751344840104288; 0,609609230445483
0,4739101019768326; 0,5711445926906821
0,4745222929936307; 0,5859972745960013
0,48064420316161194; 0,4572740314165684
0,48309296722880446; 0,32207144176951086
0,4879904953631894; 0,4054800637467376
0,48886505395861535; 0,3645236573792494
0,4886026863799876; 0,3422990399494954
0,49717336061516126; 0,5127557803628912
0,4987038381571566; 0,3628262080186415
0,4977855516319595; 0,469524320338477
0,505335907505803; 0,42810818810249096
0,5079887352452616; 0,3235998942686962
0,5045196528167388; 0,05793365446222887
0,5063562258671332; 0,18497486315238398
0,5039074617999407; 0,1621245832980468
0,5045196528167388; 0,13356173348012534
0,5045196528167388; 0,10842642564035443
0,5045196528167388; 0,08329111780058351
0,5088049899343257; 0,261305678951515
0,5124781360351145; 0,3814872698996836
0,5176205405762188; 0,4231509468340917
0,519824428236692; 0,4509956449994482
0,5222731923038845; 0,5948980026535478
0,5216610012870864; 0,5051644096112835
0,5222731923038845; 0,5557206537890045
0,5265585294214713; 0,3339641283454847
0,5283951024718657; 0,38758067786084016
0,5308438665390582; 0,364023127439583
0,5400738234077069; 0,4646798657078205
0,534517012639847; 0,4283303436010748
0,5432101250783804; 0,5043608414364059
0,5522705521269926; 0,5277290609674414
0,5512502337656624; 0,4523231374481288
0,5547193161941851; 0,6596005649268051
0,5516583611101945; 0,5722871066833989
0,5543520015841062; 0,6193586831833335
0,5577802712781758; 0,4911849348289694
0,5632899904293589; 0,44979691206423267
0,563902181446157; 0,42261777363749053
0,5704322189586704; 0,3795234152922027
0,5765541291266516; 0,40027527777991634
0,5792069568661101; 0,6720666620473379
0,5855912346127191; 0,45896448579354765
0,5773703838157158; 0,44089799752096026
0,5779825748325139; 0,3676138857024075
0,5790028931938441; 0,6313169963071033
0,5802272752274404; 0,5993266045110313
0,5827926471073563; 0,4969355885923109
0,5810435299165045; 0,5837122466105675
0,5822679119501007; 0,5345841449237426
0,5960081992160142; 0,45977345708952433
0,6036945975380351; 0,4480387099754406
0,6012458334708427; 0,30046398591617973
0,6010417697985767; 0,3738705099482379
0,6026742791767049; 0,33845257617401525
0,6043067885548333; 0,4043375497540208
0,6067555526220259; 0,47117461832795693
0,6128774627900071; 0,672550265853779
0,6079799346556221; 0,5437242568654774
0,6159384178739977; 0,6345541192864677
0,6210400096806487; 0,7128949134061192
0,6275700471931621; 0,6972476704468175
0,6248491982296149; 0,5517520800523981
0,6238969010923733; 0,5863781125935735
0,6273251707864428; 0,6422089630376706
0,6319428401702916; 0,17387615579456306
0,6300188112603545; 0,5140188930548392
0,6300188112603545; 0,48888358521506825
0,6300188112603545; 0,4645099533704419
0,638344609088809; 0,43150979682652124
0,6350693871489391; 0,40127180387356387
0,632467575327547; 0,7093887858094219
0,6332838300166111; 0,2657125186377086
0,6330797663443452; 0,2358167358282841
0,632467575327547; 0,2101101709921548
0,6361407214283358; 0,35178190608904525
0,6496089237978946; 0,5085348258897983
0,6504251784869587; 0,45427871034042466
0,6504834823933204; 0,4767939218431563
0,658704333190324; 0,3767539976441423
0,6594039800666646; 0,3312166542201418
0,6652538053382911; 0,25320410618411215
0,6687909089909024; 0,27402748158470336
0,6673624632850402; 0,1730260709785536
0,6679746543018383; 0,20630179101643198
0,6767493922092781; 0,424581205091641
0,6777697105706084; 0,3274082742444189
0,67613720119248; 0,3824393648936143
0,6777697105706084; 0,35863699004534644
0,680830665654599; 0,2828502285284614
0,6875647668393784; 0,5643674074157026
0,6900135309065709; 0,4721267133218876
0,6900135309065709; 0,44940337946674125
0,6927683904821624; 0,5460092848509112
0,7026654785870655; 0,4999278871446645
0,6980594699844891; 0,3938917075348952
0,7028695422593315; 0,5407537204844137
0,7048591630639254; 0,45318002294266646
0,7114402164945053; 0,4948681823197756
0,7169499356456884; 0,650448551797646
0,7132767895448997; 0,5505793408217786
0,7200983465892216; 0,6240266689250052
0,7272891617071678; 0,5917098445595855
0,7356923990830464; 0,43497547840486805
0,7316425200488434; 0,5140188930548392
0,7328669020824397; 0,45892432940604844
0,7441584252811606; 0,3886865185649019
0,7532732693090438; 0,4478038598769376
0,7528651419645118; 0,4139008150263914
0,7549057786871722; 0,3873739372335867
0,7628642619055478; 0,6103709064406275
0,7626601982332818; 0,4976428591592308
0,7653130259727403; 0,4393338414595026
0,7631703574139469; 0,5682883077088899
0,763476452922346; 0,5528643688072123
0,7714349361407216; 0,4234175334323923
0,7659252169895384; 0,4774584452878997
0,777080697740082; 0,33959509016673217
0,7775568463087028; 0,378059727921533
0,781142536549949; 0,4313552854103633
0,7855153295270785; 0,5630213182024651
0,7894945711362663; 0,4972382187868103
0,7913651547987051; 0,5367810159652939
0,797759149863041; 0,5391542008946101
0,8059216967536826; 0,49427274513309505
0,8036361836243029; 0,4604730705961757
0,812451734266196; 0,429853695591364
0,8225528860433651; 0,39030604978096683
0,817349262400581; 0,3339446978354046
0,8191858354509753; 0,27947029130000745
0,8191858354509753; 0,30950888835852153
0,8328581014928002; 0,40603016307656414
0,8325315996171745; 0,36002577927649326
0,836939374938121; 0,3200200170915166
0,8458439715460937; 0,3707413735006525
0,8538358470017492; 0,4611890460316116
0,8544888507530006; 0,43155235396148794
0,8595904425596517; 0,40104964837498003
0,8696478664070494; 0,4568387879907716
0,8709771954720967; 0,5010132754377455
0,877466420250157; 0,5942106807436435
0,8779561730635954; 0,5688595647052483
0,8829761394013401; 0,5288715749601584
0,8840780832315767; 0,48378987699753906
0,8785683640803935; 0,44703372081518034
0,8859146562819711; 0,503165010124029
0,8889756113659617; 0,5852800297005734
0,8899959297272919; 0,5467709608460558
0,8970361264204705; 0,4597293786175831
0,8975462856011354; 0,41690520367390616
0,898648229431372; 0,39584486240815886
0,9091779149202999; 0,4814784019289404
0,9165242071218773; 0,5637998598803594
0,9128510610210887; 0,5048787811131042
0,9140754430546849; 0,5345841449237426
